,carat,cut,color,clarity,depth,table,price
17694,1.21,5,I,VVS2,62.2,55.0,7134
17695,1.0,2,G,VVS1,63.8,60.0,7134
17696,1.01,3,F,VS2,63.8,55.0,7135
17697,1.51,3,J,SI1,62.4,58.0,7136
17698,1.11,5,H,VVS2,61.2,56.0,7136
17699,1.01,3,G,VVS2,62.5,54.0,7137
17700,0.32,5,G,SI1,60.9,57.0,612
17701,0.32,5,G,SI1,60.8,56.0,612
17702,0.32,4,G,SI1,60.5,59.0,612
17703,0.32,5,D,SI2,61.4,56.0,612
17704,0.31,2,H,VVS1,63.7,56.0,612
17705,0.31,4,H,VVS1,61.8,59.0,612
17706,0.3,3,F,VVS2,64.1,55.0,613
17707,0.3,3,F,VVS2,64.2,56.0,613
17708,0.31,3,I,VVS1,57.7,62.0,613
17709,0.32,3,F,VS1,59.1,59.0,613
17710,0.41,5,J,VS2,62.4,55.0,613
17711,0.41,5,J,VS2,62.4,53.0,613
17712,0.41,5,J,VS2,62.2,54.0,613
17713,0.41,5,J,VS2,61.7,55.0,613
17714,0.41,5,J,VS2,62.3,54.0,613
17715,0.37,5,E,SI1,61.0,56.0,613
17716,0.3,2,F,VVS2,66.0,55.0,613
17717,0.5,1,F,I1,71.0,57.0,613
17718,0.37,3,H,SI1,62.6,63.0,613
17719,0.5,1,F,I1,68.4,54.0,613
17720,0.33,3,H,VVS2,61.6,56.0,614
17721,0.33,3,H,VVS2,61.9,55.0,614
17722,0.33,3,H,VVS2,61.8,57.0,614
17723,0.33,3,H,VVS2,61.9,56.0,614
17724,0.26,3,E,VVS2,62.9,56.0,614
17725,0.32,5,H,VVS2,62.3,57.0,614
17726,0.32,5,G,VS1,61.4,54.0,614
17727,0.39,5,E,SI2,61.0,55.0,614
17728,0.3,3,D,SI1,58.8,63.0,614
17729,0.35,3,H,VS1,62.6,58.0,614
17730,1.01,2,G,VVS2,62.4,61.0,7137
17731,1.01,2,G,VVS2,63.2,59.0,7137
17732,1.03,5,F,VS1,61.7,56.0,7137
17733,1.18,4,G,VS2,62.3,62.0,7137
17734,1.51,3,I,SI2,62.9,58.0,7139
17735,1.51,1,J,VS1,65.2,56.0,7139
17736,1.13,5,G,VS2,62.1,53.0,7140
17737,1.5,4,I,SI2,59.5,62.0,7140
17738,1.7,4,I,SI2,61.7,56.0,7140
17739,1.5,3,I,SI1,60.2,63.0,7140
17740,1.2,3,I,IF,59.1,61.0,7141
17741,1.21,4,H,VS2,61.0,58.0,7142
17742,1.23,3,E,SI1,59.2,62.0,7143
17743,1.32,2,I,VS1,59.2,58.0,7143
17744,1.56,4,J,VS1,61.3,59.0,7144
17745,1.0,3,E,SI1,63.0,54.0,7145
17746,1.51,4,G,SI2,62.7,57.0,7145
17747,1.12,5,D,SI1,61.2,58.0,7145
17748,1.51,5,I,SI1,62.2,56.0,7145
17749,1.0,3,D,VS2,61.5,63.0,7146
17750,1.46,3,I,SI1,62.5,57.0,7146
17751,1.31,2,G,SI1,63.4,56.5,7147
17752,1.19,3,H,VS1,62.4,59.0,7147
17753,1.13,5,G,VS2,61.9,56.0,7147
17754,1.33,5,I,VS2,61.1,54.0,7148
17755,1.06,3,D,VS2,59.6,60.0,7149
17756,0.92,3,D,VVS2,62.8,58.0,7150
17757,1.5,3,I,SI2,63.1,59.0,7150
17758,1.13,4,G,VS2,61.9,58.0,7151
17759,1.19,3,E,VS2,59.2,60.0,7152
17760,1.22,3,H,VS1,58.9,59.0,7152
17761,1.19,2,H,VS1,60.8,61.0,7152
17762,1.12,5,D,SI1,60.5,56.0,7153
17763,1.29,4,H,VS2,61.2,60.0,7153
17764,1.05,4,F,VS2,62.6,58.0,7154
17765,1.64,2,G,SI2,63.8,58.0,7154
17766,1.22,4,F,VS2,63.0,60.0,7154
17767,1.51,3,G,SI2,63.1,58.0,7154
17768,1.59,5,J,SI2,62.1,54.0,7155
17769,1.17,5,G,VS1,59.4,57.0,7155
17770,1.05,5,G,VS1,61.3,57.0,7155
17771,1.56,4,I,SI1,61.7,59.0,7155
17772,1.42,5,I,SI1,61.9,57.0,7157
17773,1.36,5,F,SI2,62.0,56.0,7157
17774,1.13,5,G,VS2,61.6,57.0,7159
17775,1.06,5,G,VS2,62.8,55.0,7160
17776,1.5,2,H,SI2,64.2,56.0,7161
17777,1.5,3,H,SI2,62.0,63.0,7161
17778,1.55,4,E,SI2,58.5,57.0,7161
17779,1.51,4,I,SI2,62.6,59.0,7162
17780,1.32,5,I,SI1,62.0,57.0,7162
17781,1.51,2,J,SI1,62.4,64.0,7162
17782,1.24,4,F,SI1,61.6,59.0,7162
17783,1.0,3,G,VVS2,60.3,62.0,7163
17784,1.32,4,H,SI1,61.5,61.0,7163
17785,1.0,4,G,VS1,59.7,59.0,7164
17786,1.01,5,G,VVS2,60.6,57.0,7167
17787,1.07,3,G,VS1,62.8,58.0,7168
17788,1.0,5,E,VS2,59.6,57.0,7168
17789,1.0,4,E,VS2,61.3,58.0,7168
17790,1.0,4,E,VS2,63.0,58.0,7168
17791,1.0,4,F,VS2,60.7,57.0,7168
17792,1.33,4,H,SI1,61.9,58.0,7171
17793,1.14,5,G,VS2,61.5,57.0,7171
17794,1.14,3,G,VS1,63.4,58.0,7171
17795,1.32,3,G,SI2,61.6,57.0,7173
17796,1.1,3,F,VS2,62.8,56.0,7174
17797,1.15,3,G,VS2,60.1,60.0,7175
17798,1.02,5,F,VS2,62.3,56.0,7175
17799,1.16,5,H,VS1,62.4,56.0,7175
17800,1.04,4,E,VS2,61.1,59.0,7175
17801,1.27,3,H,VS2,59.2,58.0,7176
17802,1.0,3,G,VVS2,63.0,56.0,7177
17803,1.5,2,J,VS2,61.7,56.0,7177
17804,1.5,2,J,VS2,63.6,58.0,7177
17805,1.5,3,J,VS2,60.5,63.0,7177
17806,1.0,5,E,VS2,62.5,57.0,7177
17807,1.0,5,F,VS1,61.4,56.0,7177
17808,1.04,2,G,VS1,63.8,57.0,7177
17809,1.23,3,H,VS2,60.2,63.0,7177
17810,1.01,5,G,VS1,61.8,58.0,7178
17811,1.01,3,G,VS1,60.9,55.0,7179
17812,1.01,5,G,VS2,61.9,56.0,7179
17813,1.01,5,G,VS2,61.4,57.0,7179
17814,1.01,5,G,VS1,61.9,54.0,7179
17815,1.11,4,F,VS2,61.3,56.0,7179
17816,1.23,5,I,VS1,61.6,54.0,7181
17817,1.19,5,H,VS1,62.1,54.0,7181
17818,1.5,4,E,SI2,61.5,60.0,7182
17819,1.35,1,I,VS2,61.6,62.0,7182
17820,1.25,5,H,SI1,62.2,54.0,7182
17821,1.33,5,I,VS2,62.5,54.0,7186
17822,1.52,1,J,VS1,65.4,58.0,7186
17823,1.08,5,G,VS2,62.3,54.0,7187
17824,1.5,4,H,SI2,61.4,62.0,7187
17825,1.5,1,H,SI2,65.5,53.0,7187
17826,1.51,1,H,VS2,65.6,56.0,7188
17827,1.01,3,G,VVS2,61.9,58.0,7188
17828,1.31,3,H,SI1,60.3,58.0,7189
17829,1.07,5,E,VS2,60.0,56.0,7190
17830,1.57,4,J,VS1,60.8,61.0,7190
17831,1.0,2,E,VS1,60.0,65.0,7190
17832,1.2,5,H,VS2,60.8,55.0,7190
17833,1.2,3,D,SI1,60.7,58.0,7191
17834,1.03,4,E,VS2,61.2,59.0,7192
17835,1.02,5,G,VS1,61.3,56.0,7192
17836,1.06,5,H,VVS1,61.3,57.0,7193
17837,1.12,5,G,VS2,62.2,54.0,7193
17838,1.01,3,E,VS2,60.6,59.0,7195
17839,1.21,3,H,VS1,60.4,59.0,7196
17840,1.02,4,F,VS1,60.5,56.0,7197
17841,1.7,5,H,I1,62.6,54.0,7197
17842,1.02,2,F,VS1,63.7,57.0,7197
17843,1.02,2,F,VS1,57.9,59.0,7197
17844,1.36,2,F,SI1,57.5,60.0,7197
17845,1.01,5,E,VS2,61.6,57.0,7198
17846,1.07,5,G,VS1,61.8,55.0,7198
17847,1.07,5,G,VS1,62.0,56.0,7198
17848,1.14,5,G,VS2,61.9,56.0,7199
17849,1.0,2,D,VS2,63.9,56.0,7200
17850,1.22,2,H,VS2,63.8,55.0,7201
17851,1.21,4,E,SI1,62.6,58.0,7203
17852,1.21,3,H,SI1,59.6,60.0,7203
17853,1.16,5,G,VS2,62.3,57.0,7203
17854,1.47,4,J,VS2,61.5,58.0,7203
17855,1.16,4,G,VS2,59.9,60.0,7203
17856,1.0,3,F,VS1,60.4,59.0,7204
17857,1.33,4,H,SI1,61.1,61.0,7204
17858,1.0,4,F,VVS2,61.9,61.0,7204
17859,2.0,5,H,I1,62.5,57.0,7204
17860,1.04,3,F,VS1,63.0,56.0,7207
17861,1.19,5,I,IF,61.7,56.0,7207
17862,1.51,2,J,VS2,63.7,59.0,7207
17863,1.5,2,I,SI1,64.2,56.0,7207
17864,1.51,2,F,SI2,63.7,59.0,7208
17865,1.04,5,E,SI1,61.8,56.0,7208
17866,1.32,5,I,VS2,60.8,57.0,7209
17867,1.01,5,F,VS1,63.2,56.0,7209
17868,1.24,2,H,VS2,58.3,58.0,7210
17869,1.5,3,I,SI2,63.4,58.0,7211
17870,1.5,1,H,SI1,65.9,56.0,7211
17871,1.03,5,G,VS1,62.2,59.0,7211
17872,1.15,4,D,SI1,61.1,53.0,7213
17873,1.4,5,H,SI2,61.2,56.0,7213
17874,1.42,1,G,VS2,59.6,66.0,7214
17875,0.9,2,E,VVS1,63.4,60.0,7214
17876,1.0,3,G,VVS2,60.7,56.0,7215
17877,1.41,3,F,SI2,61.4,59.0,7215
17878,1.22,5,E,SI1,61.7,56.0,7215
17879,1.5,2,G,SI2,63.7,58.0,7216
17880,1.18,5,H,VS1,64.9,58.0,7216
17881,1.18,5,D,SI1,61.9,55.0,7216
17882,1.33,5,H,SI1,62.7,56.0,7217
17883,1.36,5,I,SI1,62.0,56.0,7218
17884,1.11,5,E,SI1,62.1,55.0,7218
17885,1.27,4,H,VS2,62.1,60.0,7219
17886,1.27,5,H,VS2,60.3,56.0,7219
17887,1.01,4,G,IF,61.3,58.0,7220
17888,1.04,5,D,VS2,61.9,55.0,7220
17889,1.07,5,G,VS1,61.4,57.0,7222
17890,1.24,4,H,VS1,62.2,59.0,7222
17891,1.24,5,H,VS1,62.6,54.0,7222
17892,1.24,5,H,VS1,63.0,56.0,7222
17893,1.0,5,G,VS1,62.5,54.0,7223
17894,1.21,4,H,VS1,62.3,58.0,7223
17895,1.4,4,G,SI2,62.0,60.0,7225
17896,1.01,3,G,VVS2,59.7,59.0,7226
17897,2.3,4,G,I1,60.2,59.0,7226
17898,1.0,2,E,VVS2,65.3,56.0,7226
17899,1.25,3,H,VS2,62.9,60.0,7227
17900,1.09,5,G,VS2,60.6,57.0,7227
17901,1.01,5,F,VS2,61.6,56.0,7229
17902,1.63,5,F,I1,62.0,55.0,7229
17903,1.34,3,D,SI2,62.3,59.0,7230
17904,0.85,5,D,VVS1,62.0,56.0,7230
17905,1.26,5,G,SI1,61.3,57.0,7230
17906,1.21,5,E,SI1,62.2,54.1,7231
17907,1.07,4,F,VS1,62.4,58.0,7232
17908,1.51,2,I,SI1,63.9,63.0,7233
17909,1.03,3,F,VS1,62.2,57.0,7233
17910,1.38,4,H,VS1,61.0,60.0,7233
17911,1.01,2,E,VS1,63.4,58.0,7234
17912,1.01,3,G,VVS2,63.0,59.0,7234
17913,1.01,3,G,VVS2,62.8,58.0,7234
17914,1.01,3,G,VVS2,59.4,58.0,7234
17915,1.51,4,H,SI2,59.4,62.0,7235
17916,1.2,5,H,VS2,62.4,56.6,7235
17917,1.7,3,H,SI2,63.5,58.0,7235
17918,1.0,4,H,IF,60.6,57.0,7235
17919,1.21,5,H,VS2,62.4,59.0,7236
17920,1.31,2,I,VS2,62.5,56.0,7236
17921,1.09,5,F,VS2,61.2,56.0,7238
17922,1.39,4,J,VS1,60.8,58.0,7239
17923,1.52,3,J,SI1,62.3,57.0,7239
17924,1.01,4,F,VS2,61.7,58.0,7240
17925,1.07,5,E,VS2,61.8,58.0,7240
17926,1.01,5,E,VS2,59.3,57.0,7240
17927,1.53,5,G,SI2,61.7,57.0,7240
17928,1.01,4,E,VS2,58.0,61.0,7240
17929,1.01,4,E,VS2,59.3,58.0,7240
17930,1.01,5,F,VS1,62.2,57.0,7240
17931,1.0,3,G,VVS2,62.1,59.0,7242
17932,1.2,5,G,VS2,62.8,57.0,7243
17933,1.16,5,G,VS2,61.7,57.0,7243
17934,1.48,3,H,SI2,62.3,58.0,7244
17935,1.0,4,F,VS1,62.6,58.0,7244
17936,1.05,4,F,VS2,62.3,59.0,7244
17937,1.61,4,J,SI2,62.2,59.0,7245
17938,1.21,3,H,VS1,62.3,58.0,7246
17939,1.25,4,H,VS2,60.4,59.0,7246
17940,1.05,5,G,VS1,61.5,55.0,7247
17941,1.07,2,E,VS2,63.1,56.0,7250
17942,1.21,5,H,VS2,61.9,55.0,7250
17943,1.7,4,I,SI2,59.4,59.0,7250
17944,1.03,2,E,VS1,63.3,59.0,7251
17945,1.02,3,E,VS1,58.9,59.0,7253
17946,1.5,5,I,SI2,60.6,59.0,7253
17947,1.51,4,J,SI1,60.6,57.0,7255
17948,1.06,5,G,VS2,62.3,56.0,7255
17949,1.51,2,I,VVS2,63.6,58.0,7255
17950,1.14,5,G,VS1,62.5,56.0,7255
17951,1.55,4,I,SI2,61.5,58.0,7256
17952,1.23,5,I,VVS2,62.5,57.0,7256
17953,1.21,4,F,SI1,61.6,59.0,7257
17954,1.02,3,D,VS2,62.9,60.0,7257
17955,1.02,3,F,VS1,61.9,59.0,7257
17956,2.31,1,G,I1,67.4,56.0,7257
17957,1.01,3,F,VS2,62.8,57.0,7258
17958,1.2,4,G,VS2,59.4,58.0,7258
17959,1.2,4,G,VS2,59.6,58.0,7258
17960,2.0,1,F,I1,64.9,57.0,7258
17961,1.5,4,J,SI1,61.7,59.0,7258
17962,1.0,4,E,VS1,61.9,60.0,7260
17963,1.0,3,G,VVS2,60.5,62.0,7260
17964,1.0,2,E,VS1,63.6,59.0,7260
17965,1.25,4,E,SI1,60.9,59.0,7260
17966,1.23,5,H,VS2,62.2,55.0,7260
17967,1.23,5,H,VS2,62.3,56.0,7260
17968,1.22,4,E,SI1,62.6,58.0,7262
17969,1.01,5,G,VS1,62.1,54.0,7262
17970,1.5,4,I,SI2,62.2,62.0,7266
17971,1.1,5,H,VVS2,62.0,56.0,7267
17972,1.01,3,G,VVS2,63.2,59.0,7267
17973,1.73,4,I,SI2,61.1,62.0,7270
17974,1.32,3,H,SI1,62.3,57.0,7270
17975,1.05,5,G,VS1,62.2,53.0,7270
17976,1.1,3,F,VS2,62.7,58.5,7272
17977,1.51,5,E,SI2,62.7,55.0,7272
17978,1.2,3,G,VS2,62.4,59.0,7273
17979,1.07,5,H,VVS1,61.7,56.0,7273
17980,1.7,5,H,SI2,62.1,57.0,7273
17981,1.23,4,E,SI1,59.2,62.0,7274
17982,1.2,4,E,SI1,60.9,57.0,7274
17983,1.06,4,E,VS2,61.3,58.0,7275
17984,1.07,5,G,VS2,61.9,55.0,7275
17985,1.07,5,G,VS2,61.4,57.0,7275
17986,1.06,5,E,VS2,61.9,55.0,7275
17987,1.14,4,F,VS2,62.0,59.0,7275
17988,1.11,5,F,VS2,60.4,58.0,7275
17989,1.23,3,H,VS1,61.3,53.0,7276
17990,1.75,5,H,I1,61.5,54.9,7276
17991,1.05,3,F,VS1,60.2,58.0,7276
17992,1.31,4,H,VS2,62.5,58.0,7277
17993,1.01,4,F,VS2,61.2,57.5,7277
17994,1.02,3,E,SI1,63.7,55.0,7277
17995,1.31,5,G,SI1,63.4,57.0,7277
17996,1.19,4,H,VS1,62.4,59.0,7277
17997,1.01,3,D,VS2,62.8,57.0,7278
17998,1.21,3,H,VS1,62.0,58.0,7279
17999,1.21,3,H,VS1,62.4,60.0,7279
18000,1.01,2,G,VVS1,63.1,59.0,7279
18001,1.0,4,D,VS1,61.0,58.0,7280
18002,1.06,4,D,VS2,59.6,60.0,7280
18003,1.0,3,D,VS2,59.8,60.0,7281
18004,1.09,3,G,VS1,60.0,57.0,7281
18005,1.0,3,D,VS1,60.0,60.0,7281
18006,1.2,4,F,SI1,60.1,59.0,7282
18007,1.32,3,H,SI1,62.8,56.0,7283
18008,1.05,1,G,VS1,65.6,58.0,7283
18009,1.22,4,H,VS1,58.9,59.0,7283
18010,1.47,5,I,VS2,62.3,57.0,7284
18011,0.9,5,E,VVS2,62.8,54.0,7286
18012,1.07,5,F,SI1,61.5,56.0,7286
18013,1.01,4,E,VS2,59.2,59.0,7287
18014,1.54,4,G,SI2,61.6,58.0,7287
18015,1.01,5,E,VS2,61.5,57.0,7288
18016,1.36,3,E,SI2,61.7,59.0,7288
18017,1.25,5,E,SI2,62.3,58.0,7289
18018,1.01,3,E,VS2,59.5,60.0,7290
18019,1.01,5,G,VS1,61.2,57.0,7290
18020,1.13,5,G,VS2,61.6,57.0,7290
18021,1.5,2,F,SI2,64.1,55.0,7291
18022,1.5,3,H,SI2,62.0,63.0,7291
18023,1.5,2,H,SI2,64.2,56.0,7291
18024,1.24,1,D,SI1,55.6,67.0,7291
18025,1.5,4,H,SI2,62.3,59.0,7291
18026,1.5,2,H,SI2,64.2,61.0,7291
18027,1.02,3,G,VVS2,61.3,59.0,7292
18028,1.09,5,G,VS2,62.8,57.0,7292
18029,1.02,2,G,VVS2,62.3,60.0,7292
18030,0.35,5,I,VVS2,62.3,57.0,614
18031,0.35,4,H,VS1,61.7,59.0,614
18032,0.35,4,E,SI1,61.1,59.0,614
18033,0.35,4,H,VS1,62.6,59.0,614
18034,0.35,5,E,SI1,61.2,57.0,614
18035,0.35,5,E,SI1,62.3,56.0,614
18036,0.35,4,H,VS1,61.3,59.0,614
18037,0.35,3,E,SI1,62.7,57.0,614
18038,0.35,3,E,SI1,61.9,58.0,614
18039,0.35,5,E,SI1,60.9,55.0,614
18040,0.35,3,E,SI1,62.9,58.0,614
18041,0.3,2,E,VS2,63.4,56.0,614
18042,0.35,4,E,SI1,59.7,60.0,614
18043,0.35,4,E,SI1,61.2,58.0,614
18044,0.35,3,E,SI1,60.7,59.0,614
18045,0.3,3,E,VS2,62.6,62.0,614
18046,0.35,5,H,VS1,62.0,56.0,614
18047,0.35,5,E,SI1,61.0,57.0,614
18048,0.35,4,E,SI1,60.8,60.0,614
18049,0.36,3,E,SI1,59.9,60.0,615
18050,0.35,5,G,VS2,62.5,53.0,615
18051,0.34,5,H,VS1,62.4,55.0,615
18052,0.3,5,F,VS1,62.3,54.0,615
18053,0.3,5,I,IF,62.0,57.0,615
18054,0.3,5,I,IF,62.5,56.0,615
18055,0.33,3,D,VS2,60.8,60.0,615
18056,0.32,3,F,VS1,62.2,55.0,616
18057,0.34,5,G,VS2,60.8,56.0,616
18058,0.34,5,G,VS2,61.4,55.0,616
18059,0.36,4,F,SI1,61.1,60.0,616
18060,1.51,4,I,SI2,62.6,59.0,7292
18061,1.51,4,I,SI2,58.7,59.0,7292
18062,1.14,3,F,VS2,58.3,60.0,7293
18063,1.01,2,E,VVS2,64.2,57.0,7293
18064,1.2,5,H,VS1,62.0,57.0,7294
18065,1.04,5,G,VS1,61.7,57.0,7294
18066,1.04,5,G,VS1,61.5,56.0,7294
18067,2.01,1,F,I1,58.7,66.0,7294
18068,1.08,5,G,VS2,62.3,57.0,7295
18069,1.03,5,F,VS1,60.7,56.0,7296
18070,1.27,5,H,SI1,59.8,57.0,7297
18071,1.23,5,I,VVS2,62.0,55.0,7299
18072,1.5,1,G,SI1,56.1,62.0,7300
18073,1.33,4,H,SI1,61.9,58.0,7302
18074,1.63,4,I,SI1,61.5,60.0,7302
18075,1.01,2,D,VS1,62.2,62.0,7303
18076,1.52,1,I,VVS2,64.9,56.0,7303
18077,1.54,2,I,SI2,63.3,60.0,7304
18078,1.25,3,H,VS2,62.1,56.0,7305
18079,1.34,4,D,SI2,61.5,58.0,7305
18080,1.01,3,E,VS1,62.6,57.0,7306
18081,1.01,2,G,VVS2,58.2,55.0,7306
18082,1.5,3,J,VS2,60.5,63.0,7308
18083,1.5,2,J,VS2,63.6,58.0,7308
18084,1.5,4,J,VS2,61.7,56.0,7308
18085,1.2,3,E,SI1,62.7,57.0,7310
18086,1.11,4,F,VS1,62.8,56.0,7310
18087,1.22,4,H,VS2,60.8,59.0,7310
18088,1.39,4,E,SI2,62.7,58.0,7311
18089,1.02,4,E,VS2,60.0,59.0,7311
18090,1.27,3,I,VS2,59.2,60.0,7312
18091,1.23,3,H,SI1,62.5,56.0,7313
18092,1.23,5,H,SI1,62.3,58.0,7313
18093,1.51,2,E,SI2,64.3,58.0,7314
18094,1.51,4,J,SI1,58.4,60.0,7314
18095,1.42,4,H,SI2,61.6,58.0,7316
18096,1.21,4,G,VS2,63.0,58.0,7318
18097,1.2,3,G,VS2,62.0,55.0,7318
18098,1.55,4,H,SI2,62.0,56.0,7319
18099,1.37,4,J,VVS2,59.4,61.0,7319
18100,1.52,3,F,SI2,63.1,60.0,7320
18101,1.21,4,G,VS2,62.2,58.0,7320
18102,1.51,4,H,SI2,63.0,59.0,7321
18103,1.02,5,G,VS1,61.3,57.0,7324
18104,1.02,5,G,VS1,61.0,57.0,7324
18105,1.41,5,H,SI2,62.7,56.0,7324
18106,1.33,5,I,VS2,62.6,55.0,7325
18107,1.11,5,E,VS2,62.2,56.0,7326
18108,1.02,5,F,VS2,62.0,56.0,7326
18109,1.56,4,I,VS2,60.8,59.0,7326
18110,1.25,4,H,VS1,62.7,59.0,7328
18111,1.03,4,F,VS1,61.8,59.0,7328
18112,1.19,5,I,VS1,61.6,56.0,7328
18113,1.05,5,H,IF,61.2,55.0,7329
18114,1.01,3,E,VS1,62.9,60.0,7332
18115,1.01,2,G,VVS2,62.4,59.0,7332
18116,1.3,3,I,VS1,62.1,59.0,7333
18117,1.58,1,H,SI1,64.7,58.0,7333
18118,1.06,5,F,VS2,62.1,55.0,7334
18119,1.21,4,E,SI1,62.6,58.0,7334
18120,1.13,1,F,VS1,64.5,55.0,7335
18121,1.23,5,E,SI2,62.1,55.0,7336
18122,1.0,4,F,VS1,62.3,61.0,7336
18123,1.01,5,F,VS2,62.5,55.0,7338
18124,1.44,1,H,VS1,58.1,69.0,7338
18125,1.2,4,D,SI1,59.7,59.0,7338
18126,1.12,4,G,VS1,58.4,58.0,7338
18127,1.04,5,F,VS1,63.0,56.0,7338
18128,1.41,3,H,SI2,58.5,57.0,7339
18129,1.51,2,H,SI2,59.9,64.0,7340
18130,1.51,4,H,SI2,60.2,62.0,7340
18131,1.51,4,H,SI2,62.1,58.0,7340
18132,1.52,4,I,SI2,62.5,56.0,7341
18133,1.33,4,E,SI2,62.0,57.0,7341
18134,1.0,3,F,VS2,61.1,60.0,7343
18135,1.06,5,F,VS1,61.9,57.0,7345
18136,1.06,3,D,VS2,62.8,55.0,7345
18137,1.4,3,F,SI2,59.9,60.0,7345
18138,1.59,3,I,SI2,61.9,58.0,7345
18139,1.37,5,I,VS2,61.5,55.0,7346
18140,1.01,5,F,VS2,61.7,55.0,7347
18141,1.21,5,F,SI1,61.2,59.0,7349
18142,1.54,2,J,SI1,62.9,62.0,7349
18143,1.0,3,F,VS1,63.7,57.0,7350
18144,1.24,4,D,SI1,62.4,59.0,7351
18145,1.02,4,F,VS1,62.0,59.0,7351
18146,1.02,4,F,VS1,61.9,58.0,7351
18147,1.01,4,G,IF,61.3,58.0,7352
18148,1.01,4,F,VS1,59.4,60.0,7353
18149,1.14,5,H,VVS2,61.9,56.0,7354
18150,1.01,5,E,VS2,62.1,56.0,7355
18151,1.52,5,J,SI1,61.9,57.0,7356
18152,1.4,4,G,SI2,62.0,60.0,7357
18153,1.51,4,J,VS2,60.7,60.0,7357
18154,1.09,5,G,VS2,61.2,56.0,7357
18155,1.05,5,G,VS1,62.2,57.0,7357
18156,1.02,5,G,VS1,61.5,55.0,7357
18157,1.46,3,J,VS2,59.7,59.0,7358
18158,1.24,4,H,VS1,61.2,59.0,7358
18159,1.31,4,G,SI1,62.2,56.0,7358
18160,1.21,2,G,VS2,59.1,61.0,7359
18161,1.2,4,E,SI1,60.3,57.0,7362
18162,1.51,5,I,SI2,61.2,58.0,7362
18163,1.12,5,G,VS2,62.1,55.0,7364
18164,1.5,3,H,SI2,62.1,59.0,7365
18165,1.37,3,E,SI2,62.5,59.0,7365
18166,1.51,2,I,SI1,63.9,63.0,7365
18167,1.03,4,F,VS1,62.2,57.0,7365
18168,1.25,5,H,VS2,62.2,57.0,7365
18169,1.01,5,G,VVS2,60.6,57.0,7366
18170,1.01,4,G,VVS2,59.4,58.0,7366
18171,1.01,4,G,VVS2,63.0,59.0,7366
18172,1.01,3,E,VS1,63.4,58.0,7366
18173,1.0,3,E,VS1,59.4,56.0,7367
18174,1.2,5,I,IF,61.5,56.0,7367
18175,1.5,2,J,VS2,59.6,60.0,7368
18176,1.13,5,F,VS2,62.1,56.0,7369
18177,1.01,3,F,VS2,61.5,54.0,7370
18178,1.52,2,J,VS2,63.3,56.0,7370
18179,1.52,2,J,VS2,63.5,58.0,7370
18180,1.0,5,E,VS2,61.3,58.0,7370
18181,1.2,3,G,VS2,63.1,57.0,7371
18182,1.14,5,G,VS2,62.0,55.0,7371
18183,1.11,4,F,VS2,61.9,58.0,7371
18184,1.01,4,F,VS1,61.7,58.0,7372
18185,1.22,3,F,SI1,60.5,58.0,7372
18186,1.2,3,G,SI1,61.9,58.0,7372
18187,1.2,5,G,SI1,61.6,57.0,7372
18188,1.2,5,G,SI1,62.7,56.0,7372
18189,1.05,5,F,VS1,60.4,56.0,7373
18190,1.04,5,G,VS1,61.2,58.0,7375
18191,1.09,3,G,VS1,62.5,58.0,7378
18192,1.25,4,H,VS2,60.4,59.0,7378
18193,1.2,2,G,VS2,62.2,58.0,7380
18194,1.51,2,D,SI2,61.7,65.0,7384
18195,1.09,5,F,VS2,60.9,54.0,7385
18196,1.57,4,I,VS2,60.8,59.0,7385
18197,1.57,5,I,SI2,62.8,57.0,7385
18198,1.23,5,H,VVS2,61.3,55.0,7387
18199,1.46,3,I,SI1,62.8,57.0,7387
18200,1.52,5,H,SI2,62.3,56.0,7388
18201,1.52,1,H,SI2,64.9,58.0,7388
18202,1.52,1,H,SI2,65.0,57.0,7388
18203,1.32,3,H,SI1,62.3,58.0,7389
18204,1.02,4,F,VS1,61.9,59.0,7389
18205,1.19,4,G,VS2,61.9,58.0,7389
18206,1.53,4,I,SI2,62.7,62.0,7389
18207,1.25,4,G,VVS1,62.0,58.0,7389
18208,1.02,4,D,VS2,62.9,60.0,7389
18209,1.03,5,G,VS1,61.2,57.0,7391
18210,1.03,5,G,VS1,62.4,56.0,7391
18211,1.0,4,E,VS1,58.7,62.0,7392
18212,1.0,1,E,VS1,64.4,55.0,7392
18213,1.5,3,I,SI2,60.8,58.0,7392
18214,1.5,3,I,SI2,62.7,57.0,7392
18215,1.03,5,F,VS2,62.3,56.0,7392
18216,1.0,4,G,VVS2,60.5,62.0,7392
18217,1.0,4,E,VS1,61.9,60.0,7392
18218,1.0,2,E,VS1,63.6,59.0,7392
18219,1.0,4,D,VS2,59.8,58.0,7392
18220,0.9,5,D,VS1,61.9,59.0,7393
18221,1.22,4,E,SI1,62.3,59.0,7395
18222,1.22,4,E,SI1,62.6,58.0,7395
18223,1.31,4,H,SI1,59.3,59.0,7395
18224,1.19,4,G,VS2,58.9,61.0,7397
18225,1.04,2,F,VS1,63.2,57.0,7399
18226,1.1,4,G,VS1,58.4,60.0,7399
18227,1.51,3,I,SI2,62.5,59.0,7400
18228,1.26,5,H,SI1,60.8,57.0,7400
18229,1.5,3,J,VS2,62.4,60.0,7402
18230,1.0,5,G,VVS2,62.6,55.0,7403
18231,2.04,4,I,I1,61.1,61.0,7403
